"No","품목일련번호 [PTNT_PRDLST_CRTR_CD] ","제품명 [PRDLST_NM] ","주성분명 [DRUG_CPNT_KOR_NM] ","주성분명(영문) [DRUG_CPNT_ENG_NM] ","특허권등재자 [BSSH_NM] ","등재특허권자 [PTHD_NM] ","등재일자 [PTNT_REG_DT] ","특허번호 [PTNT_NO] ","rownum"
"275","200102705","광동우황청심원(사향대체물질영묘향함유)","작약","Peony Root","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","275"
"276","200102705","광동우황청심원(사향대체물질영묘향함유)","천궁","Cnidium Rhizome","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","276"
"277","200102705","광동우황청심원(사향대체물질영묘향함유)","포황","Typhae Pollen","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","277"
"278","200102705","광동우황청심원(사향대체물질영묘향함유)","행인","Apricot Kernel","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","278"
"279","200102705","광동우황청심원(사향대체물질영묘향함유)","황금","Scutellaria Root","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","279"
"280","200102707","광동원방우황청심원(사향대체물질영묘향함유)","감초","Licorice","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","280"
"281","200102707","광동원방우황청심원(사향대체물질영묘향함유)","건강","Ginger","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","281"
"282","200102707","광동원방우황청심원(사향대체물질영묘향함유)","길경","Platycodon Root","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","282"
"283","200102707","광동원방우황청심원(사향대체물질영묘향함유)","당귀","Angelica Gigas Root","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","283"
"284","200102707","광동원방우황청심원(사향대체물질영묘향함유)","대두황권","Glycine Semen Germinatum","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","284"
"285","200102707","광동원방우황청심원(사향대체물질영묘향함유)","맥문동","Liriope Tuber","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","285"
"286","200102707","광동원방우황청심원(사향대체물질영묘향함유)","방풍","Saposhnikovia Root","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","286"
"287","200102707","광동원방우황청심원(사향대체물질영묘향함유)","백렴","Ampelopsis Radix","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","287"
"288","200102707","광동원방우황청심원(사향대체물질영묘향함유)","백출","Atractylodes Rhizome White","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","288"
"289","200102707","광동원방우황청심원(사향대체물질영묘향함유)","복령","Poria","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","289"
"290","200102707","광동원방우황청심원(사향대체물질영묘향함유)","산약","Dioscorea Rhizome","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","290"
"291","200102707","광동원방우황청심원(사향대체물질영묘향함유)","시호","Bupleurum Root","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","291"
"292","200102707","광동원방우황청심원(사향대체물질영묘향함유)","신곡","Massa Medicata Fermentata","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","292"
"293","200102707","광동원방우황청심원(사향대체물질영묘향함유)","아교","Asini Corii Colla","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","293"
"294","200102707","광동원방우황청심원(사향대체물질영묘향함유)","영묘향","Civet","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","294"
"295","200102707","광동원방우황청심원(사향대체물질영묘향함유)","영양각","Gazellae seu Saigae Cornu","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","295"
"296","200102707","광동원방우황청심원(사향대체물질영묘향함유)","용뇌","Bomeolum","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","296"
"297","200102707","광동원방우황청심원(사향대체물질영묘향함유)","우황","Cattle Gallstone","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","297"
"298","200102707","광동원방우황청심원(사향대체물질영묘향함유)","육계","Cinnamon Bark","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","298"
"299","200102707","광동원방우황청심원(사향대체물질영묘향함유)","인삼","Ginseng","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","299"
"300","200102707","광동원방우황청심원(사향대체물질영묘향함유)","작약","Peony Root","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","300"
"301","200102707","광동원방우황청심원(사향대체물질영묘향함유)","천궁","Cnidium Rhizome","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","301"
"302","200102707","광동원방우황청심원(사향대체물질영묘향함유)","포황","Typhae Pollen","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","302"
"303","200102707","광동원방우황청심원(사향대체물질영묘향함유)","행인","Apricot Kernel","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","303"
"304","200102707","광동원방우황청심원(사향대체물질영묘향함유)","황금","Scutellaria Root","광동제약(주)","광동제약(주)","2004-08-26 00:00:00","10-0447332-0000","304"
"305","200103889","제넥솔피엠주(파클리탁셀)","파클리탁셀","Paclitaxel","(주)삼양바이오팜","주식회사 삼양바이오팜","1998-12-01 00:00:00","10-0180334-0000","305"
"306","200103890","제넥솔피엠주100밀리그람(파클리탁셀)","파클리탁셀","Paclitaxel","(주)삼양바이오팜","주식회사 삼양바이오팜","1998-12-01 00:00:00","10-0180334-0000","306"
"307","200108423","레비트라정5밀리그램(바데나필염산염)","바데나필염산염(미분화)","Vardenafil Hydrochloride Micronized","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2004-04-23 00:00:00","10-0430355-0000","307"
"308","200108423","레비트라정5밀리그램(바데나필염산염)","바데나필염산염(미분화)","Vardenafil Hydrochloride Micronized","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2012-08-02 00:00:00","10-1172539-0000","308"
"309","200108423","레비트라정5밀리그램(바데나필염산염)","바데나필염산염(미분화)","Vardenafil Hydrochloride Micronized","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2015-09-04 00:00:00","10-1552418-0000","309"
"310","200108424","레비트라정10밀리그램(바데나필염산염)","바데나필염산염(미분화)","Vardenafil Hydrochloride Micronized","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2004-04-23 00:00:00","10-0430355-0000","310"
"311","200108424","레비트라정10밀리그램(바데나필염산염)","바데나필염산염(미분화)","Vardenafil Hydrochloride Micronized","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2012-08-02 00:00:00","10-1172539-0000","311"
"312","200108424","레비트라정10밀리그램(바데나필염산염)","바데나필염산염(미분화)","Vardenafil Hydrochloride Micronized","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2015-09-04 00:00:00","10-1552418-0000","312"
"313","200108425","레비트라정20밀리그램(바데나필염산염)","바데나필염산염(미분화)","Vardenafil Hydrochloride Micronized","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2004-04-23 00:00:00","10-0430355-0000","313"
"314","200108425","레비트라정20밀리그램(바데나필염산염)","바데나필염산염(미분화)","Vardenafil Hydrochloride Micronized","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2012-08-02 00:00:00","10-1172539-0000","314"
"315","200108425","레비트라정20밀리그램(바데나필염산염)","바데나필염산염(미분화)","Vardenafil Hydrochloride Micronized","바이엘코리아(주)","바이엘 인텔렉쳐 프로퍼티 게엠베하","2015-09-04 00:00:00","10-1552418-0000","315"
"316","200108676","에비스타정60밀리그람(라록시펜염산염)","라록시펜염산염","Raloxifene Hydrochloride","한국다케다제약(주)","일라이 릴리 앤드 캄파니","2002-12-24 00:00:00","10-0367376-0000","316"
"317","200108676","에비스타정60밀리그람(라록시펜염산염)","라록시펜염산염","Raloxifene Hydrochloride","한국다케다제약(주)","일라이 릴리 앤드 캄파니","2005-09-02 00:00:00","10-0514014-0000","317"
"318","200108678","시알리스정20밀리그램(타다라필)","타다라필","Tadalafil","한국릴리(유)","이코스 코포레이션","2002-10-07 00:00:00","10-0357411-0000","318"
"319","200108678","시알리스정20밀리그램(타다라필)","타다라필","Tadalafil","한국릴리(유)","이코스 코포레이션","2006-04-28 00:00:00","10-0577057-0000","319"
"320","200108678","시알리스정20밀리그램(타다라필)","타다라필","Tadalafil","한국릴리(유)","이코스 코포레이션","2007-07-06 00:00:00","10-0738861-0000","320"
"321","200108691","프리토정40밀리그램(텔미사르탄)","텔미사르탄","Telmisartan","(주)글락소스미스클라인","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","1999-06-11 00:00:00","10-0218820-0000","321"
"322","200108692","프리토정80밀리그램(텔미사르탄)","텔미사르탄","Telmisartan","(주)글락소스미스클라인","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","1999-06-11 00:00:00","10-0218820-0000","322"
"323","200108694","제픽스시럽(라미부딘)","라미부딘","Lamivudine","(주)글락소스미스클라인","비이브 헬쓰케어 유케이 리미티드","2005-04-13 00:00:00","10-0484695-0000","323"
"324","200108703","아반디아정2밀리그람(말레인산로시글리타존)","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","비참 그룹 피.엘.씨","1998-09-11 00:00:00","10-0164207-0000","324"
"325","200108704","아반디아정4밀리그람(말레인산로시글리타존)","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","비참 그룹 피.엘.씨","1998-09-11 00:00:00","10-0164207-0000","325"
"326","200108705","아반디아정8밀리그람(말레인산로시글리타존)","말레인산로시글리타존","Rosiglitazone Maleate","(주)글락소스미스클라인","비참 그룹 피.엘.씨.","1998-09-11 00:00:00","10-0164207-0000","326"
"327","200108707","프리오릭스주(홍역,유행성이하선염및풍진혼합생바이러스백신)","약독유행성이하선염생바이러스(바이러스주: RIT4385 strain)","Live Attenuated Mumps Virus (Strain: RIT4385)","(주)글락소스미스클라인","글락소스미스클라인 바이오로지칼즈에스.에이.","2002-11-11 00:00:00","10-0362051-0000","327"
"328","200108707","프리오릭스주(홍역,유행성이하선염및풍진혼합생바이러스백신)","약독풍진생바이러스(바이러스주: Wistar RA 27/3 strain)","Live Attenuated Rubella Virus (Strain: Wistar RA 27/3)","(주)글락소스미스클라인","글락소스미스클라인 바이오로지칼즈에스.에이.","2002-11-11 00:00:00","10-0362051-0000","328"
"329","200108707","프리오릭스주(홍역,유행성이하선염및풍진혼합생바이러스백신)","약독홍역생바이러스(바이러스주: Schwarz strain)","Live Attenuated Measles Virus","(주)글락소스미스클라인","글락소스미스클라인 바이오로지칼즈에스.에이.","2002-11-11 00:00:00","10-0362051-0000","329"
"330","200108715","세레타이드50에보할러","살메테롤지나포산염(미분화)","Salmeterol Xinafoate Micronized","(주)글락소스미스클라인","글락소 그룹 리미티드","2008-07-24 00:00:00","10-0849582-0000","330"
"331","200108715","세레타이드50에보할러","플루티카손프로피오네이트(미분화)","Fluticasone Propionate Micronized","(주)글락소스미스클라인","글락소 그룹 리미티드","2008-07-24 00:00:00","10-0849582-0000","331"
"332","200108716","세레타이드125에보할러","살메테롤지나포산염(미분화)","Salmeterol Xinafoate Micronized","(주)글락소스미스클라인","글락소 그룹 리미티드","2008-07-24 00:00:00","10-0849582-0000","332"
"333","200108716","세레타이드125에보할러","플루티카손프로피오네이트(미분화)","Fluticasone Propionate Micronized","(주)글락소스미스클라인","글락소 그룹 리미티드","2008-07-24 00:00:00","10-0849582-0000","333"
"334","200108717","세레타이드250에보할러","살메테롤지나포산염(미분화)","Salmeterol Xinafoate Micronized","(주)글락소스미스클라인","글락소 그룹 리미티드","2008-07-24 00:00:00","10-0849582-0000","334"
"335","200108717","세레타이드250에보할러","플루티카손프로피오네이트(미분화)","Fluticasone Propionate Micronized","(주)글락소스미스클라인","글락소 그룹 리미티드","2008-07-24 00:00:00","10-0849582-0000","335"
"336","200108760","레스콜엑스엘서방정(플루바스타틴나트륨)","플루바스타틴나트륨","Fluvastatin Sodium","한국노바티스(주)","노바르티스아게","2000-01-27 00:00:00","10-0253824-0000","336"
"337","200108760","레스콜엑스엘서방정(플루바스타틴나트륨)","플루바스타틴나트륨","Fluvastatin Sodium","한국노바티스(주)","노바르티스아게","2005-09-16 00:00:00","10-0517090-0000","337"
"338","200108786","팜비어정250밀리그램(팜시클로비르)","팜시클로비르","Famciclovir","한국노바티스(주)","노파르티스 인터내셔널 파마슈티칼 리미티드","2003-04-21 00:00:00","10-0382707-0000","338"
"339","200108990","미카르디스정20밀리그램(텔미사르탄)","텔미사르탄","Telmisartan","한국베링거인겔하임(주)","베링거 잉겔하임 파르마 게엠베하 운트 코 카게","1999-06-11 00:00:00","10-0218820-0000","339"
"340","200109054","란투스주바이알(인슐린글라진,유전자재조합)","인슐린글라진(유전자재조합)","Insulin Glargine (rDNA)","(주)사노피-아벤티스코리아","사노피-아벤티스 도이칠란트 게엠베하","1998-08-04 00:00:00","10-0158197-0000","340"
"341","200109054","란투스주바이알(인슐린글라진,유전자재조합)","인슐린글라진(유전자재조합)","Insulin Glargine (rDNA)","(주)사노피-아벤티스코리아","사노피-아벤티스 도이칠란트 게엠베하","2011-06-02 00:00:00","10-1040029-0000","341"
"342","200109100","심비코트터부헬러80/4.5마이크로그램","부데소니드(미분화)","Budesonide Micronized","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528416-0000","342"
"343","200109100","심비코트터부헬러80/4.5마이크로그램","부데소니드(미분화)","Budesonide Micronized","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528417-0000","343"
"344","200109100","심비코트터부헬러80/4.5마이크로그램","부데소니드(미분화)","Budesonide Micronized","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528418-0000","344"
"345","200109100","심비코트터부헬러80/4.5마이크로그램","포르모테롤푸마르산염수화물","Formoterol Fumarate Hydrate","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528416-0000","345"
"346","200109100","심비코트터부헬러80/4.5마이크로그램","포르모테롤푸마르산염수화물","Formoterol Fumarate Hydrate","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528417-0000","346"
"347","200109100","심비코트터부헬러80/4.5마이크로그램","포르모테롤푸마르산염수화물","Formoterol Fumarate Hydrate","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528418-0000","347"
"348","200109101","심비코트터부헬러160/4.5마이크로그램","부데소니드(미분화)","Budesonide Micronized","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528416-0000","348"
"349","200109101","심비코트터부헬러160/4.5마이크로그램","부데소니드(미분화)","Budesonide Micronized","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528417-0000","349"
"350","200109101","심비코트터부헬러160/4.5마이크로그램","부데소니드(미분화)","Budesonide Micronized","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528418-0000","350"
"351","200109101","심비코트터부헬러160/4.5마이크로그램","포르모테롤푸마르산염수화물","Formoterol Fumarate Hydrate","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528416-0000","351"
"352","200109101","심비코트터부헬러160/4.5마이크로그램","포르모테롤푸마르산염수화물","Formoterol Fumarate Hydrate","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528417-0000","352"
"353","200109101","심비코트터부헬러160/4.5마이크로그램","포르모테롤푸마르산염수화물","Formoterol Fumarate Hydrate","한국아스트라제네카(주)","아스트라제네카 악티에볼라그","2005-11-07 00:00:00","10-0528418-0000","353"
"354","200109114","파타놀점안액0.1%(올로파타딘염산염)","올로파타딘염산염","Olopatadine Hydrochloride","한국알콘(주)","교와 핫꼬 기린 가부시키가이샤/알콘 리서치 리미티드","1999-03-18 00:00:00","10-0202155-0000","354"
"355","200109117","트라바탄점안액0.004%(트라보프로스트)","트라보프로스트","Travoprost","한국노바티스(주)","노파르티스 아게","2015-07-28 00:00:00","10-1541303-0000","355"
"356","200109140","크릭시반캡슐200밀리그램(인디나빌황산염)","인디나빌황산염","Indinavir Sulfate","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2000-09-04 00:00:00","10-0273623-0000","356"
"357","200109142","크릭시반캡슐400밀리그램(인디나빌황산염)","인디나빌황산염","Indinavir Sulfate","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2000-09-04 00:00:00","10-0273623-0000","357"
"358","200109143","칸시다스주50밀리그램(카스포펀진아세테이트)","카스포펀진아세테이트","Caspofungin Acetate","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2002-03-11 00:00:00","10-0329693-0000","358"
"359","200109143","칸시다스주50밀리그램(카스포펀진아세테이트)","카스포펀진아세테이트","Caspofungin Acetate","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2002-03-15 00:00:00","10-0330444-0000","359"
"360","200109144","칸시다스주70밀리그램(카스포펀진아세테이트)","카스포펀진아세테이트","Caspofungin Acetate","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2002-03-11 00:00:00","10-0329693-0000","360"
"361","200109144","칸시다스주70밀리그램(카스포펀진아세테이트)","카스포펀진아세테이트","Caspofungin Acetate","한국엠에스디(유)","머크 샤프 앤드 돔 코포레이션","2002-03-15 00:00:00","10-0330444-0000","361"
"362","200109233","가스터디정20㎎(파모티딘)","파모티딘","Famotidine","한국아스텔라스제약(주)","아스텔라스 세이야쿠 가부시키가이샤","2003-05-22 00:00:00","10-0386391-0000","362"
"363","200109767","푸레파레숀에치쿨링겔","위치헤이즐","Witch Hazel","한국화이자제약(주)","와이어쓰 엘엘씨","2003-05-13 00:00:00","10-0385247-0000","363"
"364","200109767","푸레파레숀에치쿨링겔","페닐레프린염산염","Phenylephrine Hydrochloride","한국화이자제약(주)","와이어쓰 엘엘씨","2003-05-13 00:00:00","10-0385247-0000","364"
"365","200200203","타리온정10밀리그램(베포타스틴베실산염)","베포타스틴베실산염","Bepotastine Besylate","동아에스티(주)","우베 고산 가부시키가이샤 & 미쓰비시 타나베 파마 코퍼레이션","2005-09-08 00:00:00","10-0515227-0000","365"
"366","200200233","프로비질정100밀리그램(모다피닐)","모다피닐","Modafinil","제이더블유중외제약(주)","세파론, 인코포레이티드","1999-12-23 00:00:00","10-0249360-0000","366"
"367","200200233","프로비질정100밀리그램(모다피닐)","모다피닐","Modafinil","제이더블유중외제약(주)","세파론, 인코포레이티드","2009-08-04 00:00:00","10-0911779-0000","367"
"368","200200234","프로비질정200밀리그램(모다피닐)","모다피닐","Modafinil","제이더블유중외제약(주)","세파론, 인코포레이티드","1999-12-23 00:00:00","10-0249360-0000","368"
"369","200200234","프로비질정200밀리그램(모다피닐)","모다피닐","Modafinil","제이더블유중외제약(주)","세파론, 인코포레이티드","2009-08-04 00:00:00","10-0911779-0000","369"
"370","200200771","테베텐정600밀리그램(에프로사르탄메실산염)","에프로사르탄메실산염","Eprosartan Mesylate","(주)한독","글락소스미스클라인 엘엘씨","1998-09-19 00:00:00","10-0165837-0000","370"
"371","200200771","테베텐정600밀리그램(에프로사르탄메실산염)","에프로사르탄메실산염","Eprosartan Mesylate","(주)한독","글락소스미스클라인 엘엘씨","2005-03-08 00:00:00","10-0477295-0000","371"
"372","200200774","로푸록스겔(시클로피록스)","시클로피록스","Ciclopirox","(주)한독","사노피-아벤티스 도이칠란트  게엠베하","2004-11-10 00:00:00","10-0457850-0000","372"
"373","200202740","팩티브정320밀리그램(제미플록사신메실산염)","제미플록사신메실산염","Gemifloxacin Mesylate","(주)엘지화학","(주)엘지화학","1997-12-05 00:00:00","10-0131999-0000","373"
"374","200202740","팩티브정320밀리그램(제미플록사신메실산염)","제미플록사신메실산염","Gemifloxacin Mesylate","(주)엘지화학","(주)엘지화학","1999-07-01 00:00:00","10-0222081-0000","374"
"375","200202740","팩티브정320밀리그램(제미플록사신메실산염)","제미플록사신메실산염","Gemifloxacin Mesylate","(주)엘지화학","(주)엘지화학","2000-06-26 00:00:00","10-0266499-0000","375"
"376","200202742","엘지안티에취아이브이원/투플러스엘리자","HIV재조합항원-과산화효소접합체","","(주)엘지생명과학","(주)엘지생명과학","2005-01-05 00:00:00","10-0466382-0000","376"
"377","200202742","엘지안티에취아이브이원/투플러스엘리자","HIV항체를함유한인혈장","","(주)엘지생명과학","(주)엘지생명과학","2005-01-05 00:00:00","10-0466382-0000","377"
"378","200202742","엘지안티에취아이브이원/투플러스엘리자","TMB(Tetramethyl benzidine)","TMB(Tetramethyl benzidine)","(주)엘지생명과학","(주)엘지생명과학","2005-01-05 00:00:00","10-0466382-0000","378"
"379","200202742","엘지안티에취아이브이원/투플러스엘리자","과산화수소수(20~32%)","","(주)엘지생명과학","(주)엘지생명과학","2005-01-05 00:00:00","10-0466382-0000","379"
"380","200202742","엘지안티에취아이브이원/투플러스엘리자","재조합 Combo (HIV1 gp41, HIV1 p24, HIV2 gp36, HIV1 Group O gp41)","","(주)엘지생명과학","(주)엘지생명과학","2005-01-05 00:00:00","10-0466382-0000","380"
"381","200202742","엘지안티에취아이브이원/투플러스엘리자","재조합HIV1gp41항원","","(주)엘지생명과학","(주)엘지생명과학","2005-01-05 00:00:00","10-0466382-0000","381"
"382","200202742","엘지안티에취아이브이원/투플러스엘리자","칼슘재처리한건강인혈장","","(주)엘지생명과학","(주)엘지생명과학","2005-01-05 00:00:00","10-0466382-0000","382"
"383","200202742","엘지안티에취아이브이원/투플러스엘리자","황산","Sulphuric Acid","(주)엘지생명과학","(주)엘지생명과학","2005-01-05 00:00:00","10-0466382-0000","383"
"384","200202793","핀테정(에포니디핀염산염)","에포니디핀염산염","Efonidipine Hydrochloride","(주)녹십자","닛산가가꾸고오교가부시끼가이샤","1994-09-14 00:00:00","10-0077434-0000","384"
"385","200202888","아빌리파이정5밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오쓰까 세이야꾸 가부시키가이샤","1998-02-18 00:00:00","10-0138529-0000","385"
"386","200202888","아빌리파이정5밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오쓰까 세이야꾸 가부시키가이샤","2005-05-10 00:00:00","10-0490222-0000","386"
"387","200202888","아빌리파이정5밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오쓰까 세이야꾸 가부시키가이샤","2006-07-07 00:00:00","10-0601073-0000","387"
"388","200202888","아빌리파이정5밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오쓰까 세이야꾸 가부시키가이샤","2007-09-27 00:00:00","10-0763288-0000","388"
"389","200202888","아빌리파이정5밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오오쓰까세이야꾸가부시끼가이샤","1998-02-18 00:00:00","10-0138529-0000","389"
"390","200202888","아빌리파이정5밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오오쓰까세이야꾸가부시끼가이샤","2005-05-10 00:00:00","10-0490222-0000","390"
"391","200202888","아빌리파이정5밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오오쓰까세이야꾸가부시끼가이샤","2006-07-07 00:00:00","10-0601073-0000","391"
"392","200202888","아빌리파이정5밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오오쓰까세이야꾸가부시끼가이샤","2007-09-27 00:00:00","10-0763288-0000","392"
"393","200202888","아빌리파이정5밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오츠카 세이야쿠 가부시키가이샤","1998-02-18 00:00:00","10-0138529-0000","393"
"394","200202888","아빌리파이정5밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오츠카 세이야쿠 가부시키가이샤","2005-05-10 00:00:00","10-0490222-0000","394"
"395","200202888","아빌리파이정5밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오츠카 세이야쿠 가부시키가이샤","2006-07-07 00:00:00","10-0601073-0000","395"
"396","200202888","아빌리파이정5밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오츠카 세이야쿠 가부시키가이샤","2007-09-27 00:00:00","10-0763288-0000","396"
"397","200202889","아빌리파이정10밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오쓰까 세이야꾸 가부시키가이샤","1998-02-18 00:00:00","10-0138529-0000","397"
"398","200202889","아빌리파이정10밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오쓰까 세이야꾸 가부시키가이샤","2005-05-10 00:00:00","10-0490222-0000","398"
"399","200202889","아빌리파이정10밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오쓰까 세이야꾸 가부시키가이샤","2006-07-07 00:00:00","10-0601073-0000","399"
"400","200202889","아빌리파이정10밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오쓰까 세이야꾸 가부시키가이샤","2007-09-27 00:00:00","10-0763288-0000","400"
"401","200202889","아빌리파이정10밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오오쓰까세이야꾸가부시끼가이샤","1998-02-18 00:00:00","10-0138529-0000","401"
"402","200202889","아빌리파이정10밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오오쓰까세이야꾸가부시끼가이샤","2005-05-10 00:00:00","10-0490222-0000","402"
"403","200202889","아빌리파이정10밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오오쓰까세이야꾸가부시끼가이샤","2006-07-07 00:00:00","10-0601073-0000","403"
"404","200202889","아빌리파이정10밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오오쓰까세이야꾸가부시끼가이샤","2007-09-27 00:00:00","10-0763288-0000","404"
"405","200202889","아빌리파이정10밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오츠카 세이야쿠 가부시키가이샤","1998-02-18 00:00:00","10-0138529-0000","405"
"406","200202889","아빌리파이정10밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오츠카 세이야쿠 가부시키가이샤","2005-05-10 00:00:00","10-0490222-0000","406"
"407","200202889","아빌리파이정10밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오츠카 세이야쿠 가부시키가이샤","2006-07-07 00:00:00","10-0601073-0000","407"
"408","200202889","아빌리파이정10밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오츠카 세이야쿠 가부시키가이샤","2007-09-27 00:00:00","10-0763288-0000","408"
"409","200202890","아빌리파이정15밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오쓰까 세이야꾸 가부시키가이샤","1998-02-18 00:00:00","10-0138529-0000","409"
"410","200202890","아빌리파이정15밀리그램(아리피프라졸)","아리피프라졸","Aripiprazole","한국오츠카제약(주)","오쓰까 세이야꾸 가부시키가이샤","2005-05-10 00:00:00","10-0490222-0000","410"
